SetPoint [°C],Timestamp,Chamber temperature [°C],Reference temperature [°C],DUT temperature [°C], Ref. 2 temperature [°C], Ambiente temperature [°C]
20,"04.02.2021 15:00:40",23.142,24.27,23.625,23.88,23.48
20,"04.02.2021 15:00:44",23.146,24.26,23.625,23.86,23.48
20,"04.02.2021 15:00:48",23.028,24.25,23.5625,23.85,23.47
20,"04.02.2021 15:00:52",22.835,24.24,23.625,23.84,23.46
20,"04.02.2021 15:00:56",22.509,24.23,23.5625,23.83,23.46
20,"04.02.2021 15:01:00",22.071,24.22,23.5625,23.82,23.46
20,"04.02.2021 15:01:04",21.592,24.2,23.5625,23.81,23.46
20,"04.02.2021 15:01:08",21.179,24.19,23.5625,23.8,23.46
20,"04.02.2021 15:01:12",20.882,24.18,23.5625,23.78,23.43
20,"04.02.2021 15:01:16",20.677,24.16,23.5,23.77,23.45
20,"04.02.2021 15:01:20",20.555,24.14,23.5,23.76,23.45
20,"04.02.2021 15:01:23",20.508,24.12,23.5,23.75,23.45
20,"04.02.2021 15:01:27",20.62,24.1,23.5,23.72,23.46
20,"04.02.2021 15:01:31",20.668,24.07,23.5,23.71,23.45
20,"04.02.2021 15:01:35",20.698,24.04,23.4375,23.69,23.43
20,"04.02.2021 15:01:39",20.697,24.01,23.4375,23.66,23.45
20,"04.02.2021 15:01:43",20.666,23.97,23.4375,23.65,23.45
20,"04.02.2021 15:01:47",20.612,23.96,23.4375,23.62,23.43
20,"04.02.2021 15:01:51",20.503,23.92,23.375,23.6,23.43
20,"04.02.2021 15:01:55",20.372,23.9,23.3125,23.58,23.43
20,"04.02.2021 15:01:59",20.341,23.86,23.3125,23.56,23.43
20,"04.02.2021 15:02:03",20.291,23.84,23.3125,23.53,23.43
20,"04.02.2021 15:02:07",20.168,23.8,23.25,23.51,23.43
20,"04.02.2021 15:02:11",20.142,23.77,23.25,23.49,23.43
20,"04.02.2021 15:02:15",20.108,23.74,23.25,23.46,23.43
20,"04.02.2021 15:02:19",20.078,23.71,23.1875,23.43,23.43
20,"04.02.2021 15:02:22",20.054,23.69,23.1875,23.41,23.43
20,"04.02.2021 15:02:26",20.043,23.65,23.125,23.38,23.43
20,"04.02.2021 15:02:30",20.039,23.61,23.0625,23.35,23.43
20,"04.02.2021 15:02:34",20.038,23.58,23.0625,23.32,23.43
20,"04.02.2021 15:02:38",20.039,23.54,23,23.3,23.43
20,"04.02.2021 15:02:42",20.04,23.51,23,23.27,23.43
20,"04.02.2021 15:02:46",20.04,23.48,22.9375,23.24,23.43
20,"04.02.2021 15:02:50",20.04,23.45,22.9375,23.21,23.42
20,"04.02.2021 15:02:54",20.037,23.41,22.875,23.18,23.41
20,"04.02.2021 15:02:58",20.034,23.38,22.875,23.16,23.41
20,"04.02.2021 15:03:02",20.03,23.35,22.8125,23.12,23.41
20,"04.02.2021 15:03:06",20.025,23.31,22.8125,23.1,23.41
20,"04.02.2021 15:03:10",20.02,23.29,22.75,23.07,23.39
20,"04.02.2021 15:03:13",20.016,23.25,22.75,23.03,23.38
20,"04.02.2021 15:03:17",20.013,23.22,22.75,23.01,23.38
20,"04.02.2021 15:03:21",20.01,23.19,22.6875,22.97,23.38
20,"04.02.2021 15:03:25",20.008,23.15,22.625,22.95,23.38
20,"04.02.2021 15:03:29",20.007,23.12,22.625,22.91,23.38
20,"04.02.2021 15:03:33",20.006,23.09,22.5625,22.88,23.38
20,"04.02.2021 15:03:37",20.006,23.06,22.5625,22.86,23.39
20,"04.02.2021 15:03:41",20.005,23.03,22.5,22.82,23.39
20,"04.02.2021 15:03:45",20.005,23,22.5,22.8,23.41
20,"04.02.2021 15:03:49",20.005,22.98,22.4375,22.76,23.41
20,"04.02.2021 15:03:53",20.005,22.95,22.4375,22.74,23.41
20,"04.02.2021 15:03:57",20.005,22.93,22.375,22.7,23.41
20,"04.02.2021 15:04:01",20.007,22.9,22.375,22.67,23.41
20,"04.02.2021 15:04:04",20.012,22.86,22.3125,22.65,23.42
20,"04.02.2021 15:04:08",20.011,22.84,22.3125,22.61,23.42
20,"04.02.2021 15:04:12",20.008,22.81,22.25,22.59,23.42
20,"04.02.2021 15:04:16",20.004,22.77,22.25,22.56,23.41
20,"04.02.2021 15:04:20",20.001,22.73,22.1875,22.53,23.42
20,"04.02.2021 15:04:24",19.998,22.71,22.1875,22.5,23.42
20,"04.02.2021 15:04:28",19.996,22.69,22.1875,22.47,23.42
20,"04.02.2021 15:04:32",19.996,22.65,22.125,22.45,23.42
20,"04.02.2021 15:04:36",19.996,22.63,22.125,22.42,23.41
20,"04.02.2021 15:04:40",19.997,22.6,22.0625,22.39,23.42
20,"04.02.2021 15:04:44",19.998,22.58,22.0625,22.36,23.39
20,"04.02.2021 15:04:48",19.999,22.55,22.0625,22.33,23.39
20,"04.02.2021 15:04:52",20,22.53,22,22.31,23.39
20,"04.02.2021 15:04:56",20.001,22.5,22,22.28,23.39
20,"04.02.2021 15:05:00",20.002,22.49,21.9375,22.25,23.39
20,"04.02.2021 15:05:03",20.002,22.46,21.9375,22.23,23.39
20,"04.02.2021 15:05:07",20.002,22.44,21.875,22.2,23.39
20,"04.02.2021 15:05:11",20.002,22.41,21.875,22.18,23.39
20,"04.02.2021 15:05:15",20.002,22.38,21.875,22.15,23.39
20,"04.02.2021 15:05:19",20.001,22.36,21.8125,22.13,23.41
20,"04.02.2021 15:05:23",20.001,22.34,21.8125,22.1,23.42
20,"04.02.2021 15:05:27",20.001,22.31,21.8125,22.07,23.42
20,"04.02.2021 15:05:31",20,22.29,21.75,22.05,23.43
20,"04.02.2021 15:05:35",20,22.27,21.75,22.02,23.43
20,"04.02.2021 15:05:39",20,22.24,21.6875,22,23.45
20,"04.02.2021 15:05:43",20,22.23,21.6875,21.98,23.46
20,"04.02.2021 15:05:47",19.999,22.2,21.6875,21.95,23.46
20,"04.02.2021 15:05:51",20,22.17,21.625,21.93,23.46
20,"04.02.2021 15:05:55",20,22.15,21.625,21.9,23.46
20,"04.02.2021 15:05:59",20,22.13,21.5625,21.88,23.46
20,"04.02.2021 15:06:03",20,22.11,21.5625,21.86,23.46
20,"04.02.2021 15:06:06",20,22.09,21.5625,21.83,23.46
20,"04.02.2021 15:06:10",20,22.07,21.5625,21.81,23.46
20,"04.02.2021 15:06:14",20,22.05,21.5,21.79,23.46
20,"04.02.2021 15:06:18",20,22.02,21.5,21.77,23.46
20,"04.02.2021 15:06:22",20,22,21.5,21.75,23.46
20,"04.02.2021 15:06:26",20,21.98,21.4375,21.73,23.46
20,"04.02.2021 15:06:30",20,21.97,21.4375,21.71,23.46
20,"04.02.2021 15:06:34",20,21.95,21.4375,21.68,23.46
20,"04.02.2021 15:06:38",20,21.93,21.375,21.67,23.46
20,"04.02.2021 15:06:42",20,21.91,21.375,21.64,23.46
20,"04.02.2021 15:06:46",20,21.89,21.3125,21.63,23.46
20,"04.02.2021 15:06:50",20,21.88,21.3125,21.6,23.46
20,"04.02.2021 15:06:54",20,21.86,21.3125,21.58,23.46
20,"04.02.2021 15:06:58",20,21.84,21.3125,21.57,23.46
20,"04.02.2021 15:07:01",20,21.82,21.3125,21.55,23.46
20,"04.02.2021 15:07:05",20,21.8,21.25,21.53,23.46
20,"04.02.2021 15:07:09",20,21.79,21.25,21.51,23.43
20,"04.02.2021 15:07:13",20,21.77,21.25,21.49,23.42
20,"04.02.2021 15:07:17",20,21.76,21.1875,21.47,23.42
20,"04.02.2021 15:07:21",20,21.74,21.1875,21.45,23.42
20,"04.02.2021 15:07:25",20,21.72,21.1875,21.44,23.42
20,"04.02.2021 15:07:29",20,21.71,21.1875,21.42,23.43
20,"04.02.2021 15:07:33",20,21.69,21.1875,21.4,23.43
20,"04.02.2021 15:07:37",20,21.67,21.125,21.39,23.43
20,"04.02.2021 15:07:41",20,21.66,21.125,21.36,23.43
20,"04.02.2021 15:07:45",20,21.64,21.125,21.35,23.43
20,"04.02.2021 15:07:49",20,21.62,21.0625,21.33,23.46
20,"04.02.2021 15:07:53",20,21.6,21.0625,21.32,23.46
20,"04.02.2021 15:07:56",20,21.59,21.0625,21.3,23.46
20,"04.02.2021 15:08:00",20,21.57,21.0625,21.29,23.46
20,"04.02.2021 15:08:04",20,21.55,21,21.27,23.46
20,"04.02.2021 15:08:08",20,21.54,21,21.25,23.46
20,"04.02.2021 15:08:12",20,21.52,21,21.24,23.46
20,"04.02.2021 15:08:16",20,21.51,21,21.22,23.46
20,"04.02.2021 15:08:20",20,21.49,21,21.21,23.46
20,"04.02.2021 15:08:24",20,21.48,21,21.19,23.46
20,"04.02.2021 15:08:28",20,21.47,20.9375,21.18,23.46
20,"04.02.2021 15:08:32",20,21.46,20.9375,21.17,23.46
20,"04.02.2021 15:08:36",20,21.45,20.9375,21.15,23.45
20,"04.02.2021 15:08:40",20,21.43,20.9375,21.14,23.43
20,"04.02.2021 15:08:44",20,21.42,20.875,21.12,23.43
20,"04.02.2021 15:08:48",20,21.41,20.875,21.11,23.43
20,"04.02.2021 15:08:51",20,21.4,20.875,21.1,23.43
20,"04.02.2021 15:08:55",20,21.38,20.875,21.08,23.43
20,"04.02.2021 15:08:59",20,21.37,20.8125,21.07,23.43
20,"04.02.2021 15:09:03",20,21.36,20.8125,21.06,23.42
20,"04.02.2021 15:09:07",20,21.35,20.8125,21.05,23.41
20,"04.02.2021 15:09:11",20,21.34,20.8125,21.03,23.39
20,"04.02.2021 15:09:15",20,21.32,20.8125,21.02,23.39
20,"04.02.2021 15:09:19",20,21.31,20.8125,21.01,23.41
20,"04.02.2021 15:09:23",20,21.3,20.75,20.99,23.41
20,"04.02.2021 15:09:27",20,21.29,20.75,20.99,23.39
20,"04.02.2021 15:09:31",20,21.28,20.75,20.97,23.39
20,"04.02.2021 15:09:35",20,21.26,20.75,20.96,23.38
20,"04.02.2021 15:09:39",20,21.26,20.75,20.95,23.38
20,"04.02.2021 15:09:42",20,21.23,20.75,20.94,23.38
20,"04.02.2021 15:09:46",20,21.22,20.6875,20.93,23.38
20,"04.02.2021 15:09:50",20,21.21,20.75,20.92,23.38
20,"04.02.2021 15:09:54",20,21.2,20.6875,20.9,23.38
20,"04.02.2021 15:09:58",20,21.19,20.6875,20.89,23.37
20,"04.02.2021 15:10:02",20,21.18,20.6875,20.88,23.36
20,"04.02.2021 15:10:06",20,21.17,20.6875,20.87,23.36
20,"04.02.2021 15:10:10",20,21.16,20.6875,20.86,23.36
20,"04.02.2021 15:10:14",20,21.15,20.6875,20.85,23.36
20,"04.02.2021 15:10:18",20,21.14,20.625,20.84,23.36
20,"04.02.2021 15:10:22",20,21.13,20.625,20.83,23.37
20,"04.02.2021 15:10:26",20,21.12,20.625,20.82,23.38
20,"04.02.2021 15:10:30",20,21.11,20.625,20.81,23.38
20,"04.02.2021 15:10:34",20,21.1,20.625,20.8,23.39
20,"04.02.2021 15:10:37",20,21.09,20.625,20.79,23.39
20,"04.02.2021 15:10:41",20,21.08,20.625,20.78,23.39
20,"04.02.2021 15:10:45",20,21.08,20.5625,20.77,23.39
20,"04.02.2021 15:10:49",20,21.07,20.5625,20.76,23.39
20,"04.02.2021 15:10:53",20,21.06,20.5625,20.75,23.39
20,"04.02.2021 15:10:57",20,21.05,20.5625,20.74,23.39
20,"04.02.2021 15:11:01",20,21.04,20.5,20.74,23.39
20,"04.02.2021 15:11:05",20,21.03,20.5625,20.73,23.39
20,"04.02.2021 15:11:09",20,21.02,20.5,20.72,23.39
20,"04.02.2021 15:11:13",20,21.02,20.5,20.71,23.41
20,"04.02.2021 15:11:17",20,21.01,20.5,20.7,23.41
20,"04.02.2021 15:11:21",20,21,20.5,20.69,23.41
20,"04.02.2021 15:11:25",20,21,20.5,20.69,23.42
20,"04.02.2021 15:11:29",20,20.99,20.5,20.68,23.41
20,"04.02.2021 15:11:33",20,20.99,20.5,20.67,23.39
20,"04.02.2021 15:11:36",20,20.98,20.5,20.66,23.41
20,"04.02.2021 15:11:40",20,20.97,20.4375,20.65,23.41
20,"04.02.2021 15:11:44",20,20.96,20.4375,20.64,23.39
20,"04.02.2021 15:11:48",20,20.95,20.4375,20.64,23.39
20,"04.02.2021 15:11:52",20,20.95,20.4375,20.63,23.38
20,"04.02.2021 15:11:56",20,20.94,20.4375,20.62,23.38
20,"04.02.2021 15:12:00",20,20.92,20.4375,20.62,23.38
20,"04.02.2021 15:12:04",20,20.92,20.4375,20.61,23.37
20,"04.02.2021 15:12:08",20,20.91,20.4375,20.6,23.37
20,"04.02.2021 15:12:12",20,20.9,20.4375,20.59,23.36
20,"04.02.2021 15:12:16",20,20.9,20.375,20.59,23.36
20,"04.02.2021 15:12:20",20,20.89,20.4375,20.58,23.36
20,"04.02.2021 15:12:24",20,20.88,20.375,20.57,23.37
20,"04.02.2021 15:12:28",20,20.87,20.375,20.57,23.36
20,"04.02.2021 15:12:31",20,20.87,20.375,20.56,23.37
20,"04.02.2021 15:12:35",20,20.86,20.375,20.55,23.36
20,"04.02.2021 15:12:39",20,20.86,20.375,20.55,23.35
20,"04.02.2021 15:12:43",20,20.84,20.375,20.54,23.36
20,"04.02.2021 15:12:47",20,20.83,20.375,20.54,23.36
20,"04.02.2021 15:12:51",20,20.83,20.375,20.53,23.37
20,"04.02.2021 15:12:55",20,20.82,20.3125,20.52,23.37
20,"04.02.2021 15:12:59",20,20.81,20.3125,20.51,23.38
20,"04.02.2021 15:13:03",20,20.81,20.375,20.51,23.37
20,"04.02.2021 15:13:07",20,20.8,20.3125,20.5,23.38
20,"04.02.2021 15:13:11",20,20.8,20.3125,20.5,23.38
20,"04.02.2021 15:13:15",20,20.79,20.3125,20.49,23.39
20,"04.02.2021 15:13:19",20,20.79,20.3125,20.49,23.41
20,"04.02.2021 15:13:23",20,20.78,20.3125,20.48,23.41
20,"04.02.2021 15:13:26",20,20.78,20.3125,20.47,23.39
20,"04.02.2021 15:13:30",20,20.77,20.3125,20.47,23.39
20,"04.02.2021 15:13:34",20,20.76,20.3125,20.46,23.41
20,"04.02.2021 15:13:38",20,20.76,20.3125,20.46,23.41
20,"04.02.2021 15:13:42",20,20.75,20.3125,20.45,23.41
20,"04.02.2021 15:13:46",20,20.75,20.25,20.45,23.41
20,"04.02.2021 15:13:50",20,20.74,20.3125,20.44,23.41
20,"04.02.2021 15:13:54",20,20.74,20.25,20.44,23.41
20,"04.02.2021 15:13:58",20,20.73,20.25,20.43,23.42
20,"04.02.2021 15:14:02",20,20.73,20.25,20.43,23.42
20,"04.02.2021 15:14:06",20,20.72,20.25,20.42,23.41
20,"04.02.2021 15:14:10",20,20.72,20.25,20.42,23.39
20,"04.02.2021 15:14:14",20,20.71,20.25,20.41,23.38
20,"04.02.2021 15:14:17",20,20.71,20.25,20.41,23.39
20,"04.02.2021 15:14:21",20,20.7,20.25,20.4,23.39
20,"04.02.2021 15:14:25",20,20.7,20.25,20.4,23.38
20,"04.02.2021 15:14:29",20,20.69,20.25,20.39,23.38
20,"04.02.2021 15:14:33",20,20.69,20.25,20.39,23.37
20,"04.02.2021 15:14:37",20,20.69,20.25,20.39,23.37
20,"04.02.2021 15:14:41",20,20.68,20.1875,20.38,23.37
20,"04.02.2021 15:14:45",20,20.68,20.1875,20.38,23.38
20,"04.02.2021 15:14:49",20,20.67,20.1875,20.37,23.39
20,"04.02.2021 15:14:53",20,20.67,20.1875,20.37,23.39
20,"04.02.2021 15:14:57",20,20.66,20.1875,20.36,23.39
20,"04.02.2021 15:15:01",20,20.66,20.1875,20.36,23.39
20,"04.02.2021 15:15:05",20,20.66,20.1875,20.36,23.41
20,"04.02.2021 15:15:09",20,20.65,20.1875,20.35,23.41
20,"04.02.2021 15:15:12",20,20.65,20.1875,20.35,23.43
20,"04.02.2021 15:15:16",20,20.64,20.1875,20.34,23.43
20,"04.02.2021 15:15:20",20,20.64,20.1875,20.34,23.43
20,"04.02.2021 15:15:24",20,20.64,20.1875,20.34,23.43
20,"04.02.2021 15:15:28",20,20.63,20.1875,20.33,23.43
20,"04.02.2021 15:15:32",20,20.63,20.1875,20.33,23.43
20,"04.02.2021 15:15:36",20,20.63,20.1875,20.33,23.42
20,"04.02.2021 15:15:40",20,20.62,20.1875,20.32,23.42
20,"04.02.2021 15:15:44",20,20.62,20.1875,20.32,23.42
20,"04.02.2021 15:15:48",20,20.61,20.1875,20.31,23.42
20,"04.02.2021 15:15:52",20,20.61,20.125,20.31,23.42
20,"04.02.2021 15:15:56",20,20.61,20.1875,20.31,23.42
20,"04.02.2021 15:16:00",20,20.6,20.125,20.3,23.43
20,"04.02.2021 15:16:04",20,20.6,20.125,20.3,23.43
20,"04.02.2021 15:16:08",20,20.6,20.125,20.3,23.43
20,"04.02.2021 15:16:11",20,20.59,20.125,20.29,23.42
20,"04.02.2021 15:16:15",20,20.59,20.125,20.29,23.42
20,"04.02.2021 15:16:19",20,20.59,20.125,20.29,23.42
20,"04.02.2021 15:16:23",20,20.58,20.125,20.28,23.41
20,"04.02.2021 15:16:27",20,20.58,20.125,20.28,23.41
20,"04.02.2021 15:16:31",20,20.58,20.125,20.28,23.39
20,"04.02.2021 15:16:35",20,20.58,20.125,20.27,23.39
20,"04.02.2021 15:16:39",20,20.57,20.125,20.27,23.39
20,"04.02.2021 15:16:43",20,20.57,20.125,20.27,23.39
20,"04.02.2021 15:16:47",20,20.57,20.125,20.26,23.39
20,"04.02.2021 15:16:51",20,20.56,20.125,20.26,23.39
20,"04.02.2021 15:16:55",20,20.56,20.125,20.26,23.39
20,"04.02.2021 15:16:59",20,20.56,20.125,20.26,23.39
20,"04.02.2021 15:17:03",20,20.55,20.125,20.25,23.39
20,"04.02.2021 15:17:06",20,20.55,20.125,20.25,23.39
20,"04.02.2021 15:17:10",20,20.55,20.125,20.25,23.39
20,"04.02.2021 15:17:14",20,20.55,20.125,20.25,23.38
20,"04.02.2021 15:17:18",20,20.54,20.125,20.24,23.39
20,"04.02.2021 15:17:22",20,20.54,20.0625,20.24,23.39
20,"04.02.2021 15:17:26",20,20.54,20.0625,20.24,23.38
20,"04.02.2021 15:17:30",20,20.54,20.0625,20.24,23.39
20,"04.02.2021 15:17:34",20,20.53,20.125,20.23,23.38
20,"04.02.2021 15:17:38",20,20.53,20.0625,20.23,23.38
20,"04.02.2021 15:17:42",20,20.53,20.0625,20.23,23.38
20,"04.02.2021 15:17:46",20,20.53,20.0625,20.23,23.39
20,"04.02.2021 15:17:50",20,20.52,20.0625,20.22,23.39
20,"04.02.2021 15:17:54",20,20.52,20.0625,20.22,23.39
20,"04.02.2021 15:17:57",20,20.52,20.125,20.22,23.38
20,"04.02.2021 15:18:01",20,20.52,20.0625,20.22,23.39
20,"04.02.2021 15:18:05",20,20.51,20.0625,20.21,23.39
20,"04.02.2021 15:18:09",20,20.51,20.0625,20.21,23.39
20,"04.02.2021 15:18:13",20,20.51,20.0625,20.21,23.41
20,"04.02.2021 15:18:17",20,20.51,20.0625,20.21,23.41
20,"04.02.2021 15:18:21",20,20.5,20.0625,20.2,23.39
20,"04.02.2021 15:18:25",20,20.5,20.0625,20.2,23.41
20,"04.02.2021 15:18:29",20,20.5,20.0625,20.2,23.39
20,"04.02.2021 15:18:33",20,20.5,20.0625,20.2,23.41
20,"04.02.2021 15:18:37",20,20.5,20.0625,20.2,23.41
20,"04.02.2021 15:18:41",20,20.5,20.0625,20.19,23.41
20,"04.02.2021 15:18:45",20,20.5,20.0625,20.19,23.41
20,"04.02.2021 15:18:49",20,20.5,20.0625,20.19,23.41
20,"04.02.2021 15:18:53",20,20.5,20.0625,20.19,23.41
20,"04.02.2021 15:18:56",20,20.5,20.0625,20.19,23.42
20,"04.02.2021 15:19:00",20,20.49,20.0625,20.18,23.42
20,"04.02.2021 15:19:04",20,20.49,20.0625,20.18,23.42
20,"04.02.2021 15:19:08",20,20.49,20.0625,20.18,23.42
20,"04.02.2021 15:19:12",20,20.49,20.0625,20.18,23.42
20,"04.02.2021 15:19:16",20,20.49,20.0625,20.18,23.41
20,"04.02.2021 15:19:20",20,20.48,20,20.17,23.42
20,"04.02.2021 15:19:24",20,20.48,20,20.17,23.42
20,"04.02.2021 15:19:28",20,20.48,20.0625,20.17,23.41
20,"04.02.2021 15:19:32",20,20.48,20.0625,20.17,23.41
20,"04.02.2021 15:19:36",20,20.48,20.0625,20.17,23.41
20,"04.02.2021 15:19:40",20,20.48,20,20.17,23.41
20,"04.02.2021 15:19:44",20,20.46,20,20.16,23.39
20,"04.02.2021 15:19:48",20,20.46,20,20.16,23.37
20,"04.02.2021 15:19:51",20,20.46,20,20.16,23.38
20,"04.02.2021 15:19:55",20,20.46,20,20.16,23.37
20,"04.02.2021 15:19:59",20,20.46,20,20.16,23.38
20,"04.02.2021 15:20:03",20,20.46,20,20.16,23.38
20,"04.02.2021 15:20:07",20,20.45,20.0625,20.15,23.38
20,"04.02.2021 15:20:11",20,20.45,20,20.15,23.37
20,"04.02.2021 15:20:15",20,20.45,20,20.15,23.37
20,"04.02.2021 15:20:19",20,20.45,20,20.15,23.37
20,"04.02.2021 15:20:23",20,20.45,20,20.15,23.38
20,"04.02.2021 15:20:27",20,20.45,20,20.15,23.38
20,"04.02.2021 15:20:31",20,20.44,20,20.15,23.39
20,"04.02.2021 15:20:35",20,20.44,20,20.14,23.39
20,"04.02.2021 15:20:39",20,20.44,20,20.14,23.38
20,"04.02.2021 15:20:42",20,20.44,20,20.14,23.38
